time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
7356,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7357,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7358,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7359,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7360,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7361,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7362,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7363,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7364,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7365,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7366,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7367,-0.00003,0.00011,0.00029,0.00013,-0.00004,-0.00019,-0.0002,-0.00016,2
7368,-0.00045,0.00001,0.00004,-0.00007,0.00004,0,-0.00028,-0.00037,2
7369,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7370,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7371,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7372,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7373,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7374,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7375,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7376,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7377,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7378,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7379,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7380,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7381,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7382,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7383,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7384,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7385,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7386,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7388,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7389,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7390,0.00014,0.00024,0.0002,0.00013,0.00002,0.00008,0.0001,0.00011,2
7391,-0.00062,-0.00033,-0.00045,-0.00012,0.00003,-0.00016,-0.00034,-0.00054,2
7392,-0.00062,-0.00033,-0.00045,-0.00012,0.00003,-0.00016,-0.00034,-0.00054,2
7393,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7394,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7395,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7396,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7397,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7398,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7399,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7400,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7401,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7402,-0.00007,0.00002,-0.00012,-0.00004,0.00006,-0.00006,-0.00027,-0.00047,2
7403,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7404,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7405,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7406,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7407,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7408,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7409,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7410,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7411,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7412,-0.00039,0.00002,0.00055,0.00037,0.00011,-0.00009,0.00002,0.00016,2
7413,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7414,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7415,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7416,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7417,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7418,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7419,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7420,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7421,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7422,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7423,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7424,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7425,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7426,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7427,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7428,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7429,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7430,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7431,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7432,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7433,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7434,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7435,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7436,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7438,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7439,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7440,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7441,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7442,0.00001,-0.00014,-0.00015,0.00001,-0.00013,-0.00015,-0.0001,0.00005,2
7443,0.00032,0.0001,-0.00009,-0.00005,-0.00013,-0.00007,-0.00005,-0.00002,2
7444,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7445,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7446,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7447,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7448,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7449,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7450,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7451,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7452,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7453,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7454,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7455,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7456,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7457,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7458,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7459,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7460,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7461,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7462,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7463,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7464,0.00005,0.00015,0.00055,0.00016,0.00011,0.00005,0.00031,0.00015,2
7465,0.00001,-0.00012,-0.00029,-0.00029,-0.00019,-0.00011,0.00008,0.00016,2
7466,-0.00062,-0.00016,0.00011,-0.00018,-0.00027,-0.00031,0.00013,-0.00033,2
7467,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7468,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7469,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7470,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7471,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7472,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7473,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7474,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7475,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7476,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7477,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7478,0.00028,0.00012,0.00009,0.00019,0.00014,0.0003,-0.00003,-0.00006,2
7479,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7480,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7481,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7482,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7483,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7484,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7485,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7486,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7488,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7489,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7490,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7491,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7492,-0.00024,0.00005,0.00021,0.00014,0.00012,0.00017,0.00002,0.00006,2
7493,0.00028,0.0002,0.00014,0.00002,-0.00029,-0.00027,-0.00021,-0.00009,2
7494,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7495,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7496,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7497,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7498,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7499,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7500,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7501,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7502,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7503,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7504,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7505,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7506,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7507,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7508,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7509,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7510,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7511,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7512,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7513,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7514,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7515,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7516,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7517,-0.00041,-0.0002,-0.00013,-0.00005,-0.00003,-0.00012,0.00003,0.0001,2
7518,0.00026,0.00006,0.00005,-0.00012,-0.00031,-0.00023,-0.00008,-0.00002,2
7519,0.00026,0.00006,0.00005,-0.00012,-0.00031,-0.00023,-0.00008,-0.00002,2
7520,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7521,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7522,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7523,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7524,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7525,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7526,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7527,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7528,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7529,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7530,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7531,0.00043,0.00012,-0.00011,-0.00014,0.00018,0.00055,0.0005,0.00023,2
7532,0.00016,0.0002,0.00029,-0.00005,-0.00031,-0.00032,-0.00008,0.00011,2
7533,0.00016,0.0002,0.00029,-0.00005,-0.00031,-0.00032,-0.00008,0.00011,2
7534,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7535,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7536,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7538,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7539,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7540,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7541,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7542,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7543,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7544,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7545,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7546,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7547,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7548,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7549,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7550,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7551,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7552,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7553,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7554,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7555,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7556,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7557,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7558,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7559,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7560,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7561,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7562,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7563,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7564,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7565,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7566,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7567,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7568,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7569,0.00005,-0.00007,-0.00003,0,-0.00016,-0.00034,0.00011,0.00011,2
7570,-0.00011,-0.00006,-0.00003,0.00003,0.00016,0.00015,0.00007,-0.0001,2
7571,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7572,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7573,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7574,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7575,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7576,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7577,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7578,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7579,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7580,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7581,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7582,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7583,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7584,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7585,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7586,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7588,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7589,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7590,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7591,-0.00017,-0.00013,-0.00014,0.00009,0.00025,0.00004,-0.00006,-0.00004,2
7592,-0.00029,-0.00005,0.00015,0.00007,-0.00006,-0.00014,-0.00042,-0.00018,2
7593,-0.00029,-0.00005,0.00015,0.00007,-0.00006,-0.00014,-0.00042,-0.00018,2
7594,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7595,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7596,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7597,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7598,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7599,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7600,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7601,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7602,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7603,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7604,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7605,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7606,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7607,0.00003,-0.00005,0.00004,-0.00019,-0.00034,-0.00025,-0.00006,-0.0001,2
7608,0.00005,0.00011,0.00024,0.00008,0.00005,0.00003,0.00007,0.00014,2
7609,-0.00013,-0.00007,-0.00004,0.00025,0.00007,-0.00022,0.00022,0.00021,2
7610,-0.00013,-0.00007,-0.00004,0.00025,0.00007,-0.00022,0.00022,0.00021,2
7611,-0.00013,-0.00007,-0.00004,0.00025,0.00007,-0.00022,0.00022,0.00021,2
7612,-0.00013,-0.00007,-0.00004,0.00025,0.00007,-0.00022,0.00022,0.00021,2
7613,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7614,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7615,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7616,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7617,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7618,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7619,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7620,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7622,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7623,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7624,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7625,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7626,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7627,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7628,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7629,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7630,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7631,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7632,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7633,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7634,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7635,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7636,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7638,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7639,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7640,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7641,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7642,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7643,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7644,-0.0001,-0.00004,-0.0001,-0.00016,-0.00027,-0.00018,0.00014,-0.00003,2
7645,0.00022,0.00017,0.00013,0.00014,0.00008,-0.00006,0.00007,0.00017,2
7646,0.0002,0.00006,0.00015,0.00008,0.00005,-0.00002,0.00005,0.00017,2
7647,0.0002,0.00006,0.00015,0.00008,0.00005,-0.00002,0.00005,0.00017,2
7648,0.0002,0.00006,0.00015,0.00008,0.00005,-0.00002,0.00005,0.00017,2
7649,0.0002,0.00006,0.00015,0.00008,0.00005,-0.00002,0.00005,0.00017,2
